Assembly name,version,Species name,Common name,Ploidy=Chr,haplotype,NCBI GenBank ID,Link (download),assembly quality (ie: Gold  draft  etc),Sequencer Reads,Assembly Method,Total Length (bp),N50 Length (bp),L50 (#),Contig (#),Number of Gaps,Link (FTP),Publication (PUBMED ID)
BC362,,Panicum miliaceum,broom millet,2n=,haploid,GCA_032594995.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032594995.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.14.2-r315,869939241,13752044,20,1191,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/594/995/GCA_032594995.1_BC362/GCA_032594995.1_BC362_genomic.fna.gz,na
ASM3006443v1,,Trapa incisa,NA,2n=,haploid,GCA_030064435.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030064435.1/,Chromosome,PacBio RSII,hifiasm v. 0.16.1,472676423,13768160,14,262,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/064/435/GCA_030064435.1_ASM3006443v1/GCA_030064435.1_ASM3006443v1_genomic.fna.gz,na
OHG_pseudomol_v2.0,,Cucumis melo,muskmelon,2n=,haploid,GCA_026262045.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026262045.1/,Chromosome,Oxford Nanopore MinION,Flye v. 2.9; Pilon v. 1.24; RagTag v. 2.1.0,360663570,13805972,10,169,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/262/045/GCA_026262045.1_OHG_pseudomol_v2.0/GCA_026262045.1_OHG_pseudomol_v2.0_genomic.fna.gz,36353749
ASM2073958v1,,Cenchrus americanus,bulrush millet,2n=,haploid,GCA_020739585.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020739585.1/,Chromosome,NA,Hifiasm v. 0.13-r308,1950136008,13818262,44,465,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/739/585/GCA_020739585.1_ASM2073958v1/GCA_020739585.1_ASM2073958v1_genomic.fna.gz,na
daMisOron1.1,,Misopates orontium,NA,2n=,haploid,GCA_946800315.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_946800315.1/,Chromosome,PacBio Arima2,various,361001536,13838486,10,61,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/800/315/GCA_946800315.1_daMisOron1.1/GCA_946800315.1_daMisOron1.1_genomic.fna.gz,na
V049.hap1_v1.0,,Vitis rupestris,bush grape,2n=,haploid,GCA_044590975.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044590975.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,509454140,13841154,14,239,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/590/975/GCA_044590975.1_V049.hap1_v1.0/GCA_044590975.1_V049.hap1_v1.0_genomic.fna.gz,na
V112.hap1_v1.0,,Vitis davidii,NA,2n=,haploid,GCA_044588525.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044588525.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,530067680,13852386,15,304,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/588/525/GCA_044588525.1_V112.hap1_v1.0/GCA_044588525.1_V112.hap1_v1.0_genomic.fna.gz,na
Hvulgare_HID357_BPGv2,,Hordeum vulgare subsp. spontaneum,wild barley,2n=,haploid,GCA_951341455.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_951341455.1/,Chromosome,Illumina Novaseq 6000  PacBio Sequel II,TRITEX (long-read) commit cf605a4,4277115748,13857798,84,1376,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/341/455/GCA_951341455.1_Hvulgare_HID357_BPGv2/GCA_951341455.1_Hvulgare_HID357_BPGv2_genomic.fna.gz,na
ASM3692697v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036926975.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036926975.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 2018-02-19; Flye v. 2.7,129586895,13874141,5,62,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/926/975/GCA_036926975.1_ASM3692697v1/GCA_036926975.1_ASM3692697v1_genomic.fna.gz,na
ASM2249680v1,,Pohlia nutans,NA,2n=,haploid,GCA_022496805.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022496805.1/,Chromosome,PacBio Sequel; Illumina HiSeq,HiFiasm-0.13 (r308) v. 0.13,698188561,13886535,19,410,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/496/805/GCA_022496805.1_ASM2249680v1/GCA_022496805.1_ASM2249680v1_genomic.fna.gz,na
ASM3692725v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036927255.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036927255.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 2018-02-19; Flye v. 2.7,132591353,13890529,5,94,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/927/255/GCA_036927255.1_ASM3692725v1/GCA_036927255.1_ASM3692725v1_genomic.fna.gz,na
ASM4714357v1,,Malus prunifolia,NA,2n=,haploid,GCA_047143575.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047143575.1/,Contig,PacBio Sequel,HiFiasm v. 0.15.1-r334,645283576,13891001,15,640,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/143/575/GCA_047143575.1_ASM4714357v1/GCA_047143575.1_ASM4714357v1_genomic.fna.gz,na
T_cacao_clone26_paternal,,Theobroma cacao,cacao,2n=,haploid,GCA_041222375.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041222375.1/,Chromosome,PacBio Sequel,hifiasm v. 0.18.9,380663761,13909936,11,338,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/222/375/GCA_041222375.1_T_cacao_clone26_paternal/GCA_041222375.1_T_cacao_clone26_paternal_genomic.fna.gz,39406693
Hvulgare_cv_RGT_Planet_BPGv2,,Hordeum vulgare subsp. vulgare,domesticated barley,2n=,haploid,GCA_949783135.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949783135.1/,Chromosome,Illumina Novaseq 6000  PacBio Sequel II,TRITEX (long-read) commit cf605a4,4271794818,13941851,80,1401,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/135/GCA_949783135.1_Hvulgare_cv_RGT_Planet_BPGv2/GCA_949783135.1_Hvulgare_cv_RGT_Planet_BPGv2_genomic.fna.gz,na
ASM3632444v1,,Malus hybrid cultivar,NA,2n=,haploid,GCA_036324445.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036324445.1/,Chromosome,PacBio Sequel; Illumina NovaSeq,hifiasm v. 0.19.6,596626529,13945545,15,73,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/324/445/GCA_036324445.1_ASM3632444v1/GCA_036324445.1_ASM3632444v1_genomic.fna.gz,na
VITVix101-14Mgt_v1.0,,Vitis riparia x Vitis rupestris,NA,2n=,haploid,GCA_946000675.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_946000675.1/,Chromosome,PacBio,Hifiasm v.0.16.1-r374,1020988201,13951064,24,667,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/000/675/GCA_946000675.1_VITVix101-14Mgt_v1.0/GCA_946000675.1_VITVix101-14Mgt_v1.0_genomic.fna.gz,na
ASM3692727v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036927275.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036927275.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 2018-02-19; Flye v. 2.7,131220081,13954847,5,104,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/927/275/GCA_036927275.1_ASM3692727v1/GCA_036927275.1_ASM3692727v1_genomic.fna.gz,na
ASM4732536v1,,Malus ombrophila,NA,2n=,haploid,GCA_047325365.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047325365.1/,Scaffold,PacBio Sequel,HiFiasm v. 0.15.1-r334,607643147,13955245,15,336,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/325/365/GCA_047325365.1_ASM4732536v1/GCA_047325365.1_ASM4732536v1_genomic.fna.gz,na
AT9943.Cdm-0.scaffold,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_904420315.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_904420315.1/,Chromosome,NA,NA,124773389,13971476,5,88,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/420/315/GCA_904420315.1_AT9943.Cdm-0.scaffold/GCA_904420315.1_AT9943.Cdm-0.scaffold_genomic.fna.gz,na
ASM3694296v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036942965.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036942965.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 2018-02-19; Flye v. v2.7,134957785,13972119,5,102,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/942/965/GCA_036942965.1_ASM3694296v1/GCA_036942965.1_ASM3694296v1_genomic.fna.gz,na
MONT-B-12.22047.PacbioHiFiAssembly,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_965117705.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965117705.1/,Chromosome,PacBio Sequel II,Hifiasm v0.16.1-r375,137096012,13981906,5,15,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/117/705/GCA_965117705.1_MONT-B-12.22047.PacbioHiFiAssembly/GCA_965117705.1_MONT-B-12.22047.PacbioHiFiAssembly_genomic.fna.gz,na
ddFreCali1.0.hap2,,Fremontodendron californicum,Fremontia,2n=,haploid,GCA_030761205.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030761205.1/,Scaffold,Illumina NovaSeq 6000; PacBio Sequel IIe; Dovetail OmniC,HiFiasm v. 0.16.1-r375; SALSA v. 2; Rapid curation v. https://gitlab.com/wtsi-grit/rapid-curation (commit 4ddca450),1222409998,13982549,32,320,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/761/205/GCA_030761205.1_ddFreCali1.0.hap2/GCA_030761205.1_ddFreCali1.0.hap2_genomic.fna.gz,na
ASM4058156v1,,Phytolacca americana,American pokeweed,2n=,haploid,GCA_040581565.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040581565.1/,Contig,PacBio Sequel,hifiasm v. 0.16.1,1124849037,13995428,26,1058,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/581/565/GCA_040581565.1_ASM4058156v1/GCA_040581565.1_ASM4058156v1_genomic.fna.gz,na
ASM3694257v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036942575.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036942575.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 2018-02-19; Flye v. v2.7,134200935,14006506,5,66,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/942/575/GCA_036942575.1_ASM3694257v1/GCA_036942575.1_ASM3694257v1_genomic.fna.gz,na
LACR-C-4.22038.PacbioHiFiAssembly,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_965117535.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965117535.1/,Chromosome,PacBio Sequel II,Hifiasm v0.16.1-r375,135409984,14023906,3,11,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/117/535/GCA_965117535.1_LACR-C-4.22038.PacbioHiFiAssembly/GCA_965117535.1_LACR-C-4.22038.PacbioHiFiAssembly_genomic.fna.gz,na
LACR-C-14.PacbioHiFiAssembly,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_946415655.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_946415655.1/,Chromosome,PacBio Sequel II,Hifiasm v0.16.1,134757632,14024397,4,12,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/415/655/GCA_946415655.1_LACR-C-14.PacbioHiFiAssembly/GCA_946415655.1_LACR-C-14.PacbioHiFiAssembly_genomic.fna.gz,na
Hvulgare_cv_Golden_Promise_BPGv2,,Hordeum vulgare subsp. vulgare,domesticated barley,2n=,haploid,GCA_949783185.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949783185.1/,Chromosome,Illumina Novaseq 6000  PacBio Sequel II,TRITEX (long-read) commit cf605a4,4248961658,14031880,84,2344,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/185/GCA_949783185.1_Hvulgare_cv_Golden_Promise_BPGv2/GCA_949783185.1_Hvulgare_cv_Golden_Promise_BPGv2_genomic.fna.gz,na
BC434,,Panicum miliaceum,broom millet,2n=,haploid,GCA_032595155.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032595155.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.14.2-r315,872196698,14051399,20,1130,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/595/155/GCA_032595155.1_BC434/GCA_032595155.1_BC434_genomic.fna.gz,na
ASM3694198v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036941985.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036941985.1/,Chromosome,PacBio Sequel,Canu v. v2.1.1; Flye v. v2.7; Hifiasm v. v0.16.1,136572215,14071672,4,18,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/941/985/GCA_036941985.1_ASM3694198v1/GCA_036941985.1_ASM3694198v1_genomic.fna.gz,na
ASM4714428v1,,Malus spectabilis,Chinese flowering crabapple,2n=,haploid,GCA_047144285.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047144285.1/,Contig,PacBio Sequel,HiFiasm v. 0.15.1-r334,663200140,14076944,15,468,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/144/285/GCA_047144285.1_ASM4714428v1/GCA_047144285.1_ASM4714428v1_genomic.fna.gz,na
ASM3645264v1,,Capsella bursa-pastoris,shepherd's purse,2n=,haploid,GCA_036452645.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036452645.1/,Chromosome,PacBio Sequel; Oxford Nanopore PromethION; Hi-C,Hifiasm v. v0.16.1-r375,330902407,14090295,9,37,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/452/645/GCA_036452645.1_ASM3645264v1/GCA_036452645.1_ASM3645264v1_genomic.fna.gz,na
ASM3692702v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036927025.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036927025.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 2018-02-19; Flye v. 2.7,133071969,14097773,5,112,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/927/025/GCA_036927025.1_ASM3692702v1/GCA_036927025.1_ASM3692702v1_genomic.fna.gz,na
IVFCAAS_Rs04_1.0,,Raphanus sativus,radish,2n=,haploid,GCA_019705875.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019705875.1/,Chromosome,PacBio RSII; Illumina,MECAT v. 1.0,461257247,14114034,12,649,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/705/875/GCA_019705875.1_IVFCAAS_Rs04_1.0/GCA_019705875.1_IVFCAAS_Rs04_1.0_genomic.fna.gz,34384905
AT5784.Ty-1.PacBio,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_903064295.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_903064295.1/,Chromosome,NA,NA,118757756,14125859,4,26,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/064/295/GCA_903064295.1_AT5784.Ty-1.PacBio/GCA_903064295.1_AT5784.Ty-1.PacBio_genomic.fna.gz,na
AT1741.KBS-Mac-74.PacBio,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_903064285.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_903064285.1/,Chromosome,NA,NA,117891850,14141494,4,17,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/064/285/GCA_903064285.1_AT1741.KBS-Mac-74.PacBio/GCA_903064285.1_AT1741.KBS-Mac-74.PacBio_genomic.fna.gz,na
BELL-A-1.22021.PacbioHiFiAssembly,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_965117545.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965117545.1/,Chromosome,PacBio Sequel II,Hifiasm v0.16.1-r375,137605329,14152929,4,18,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/117/545/GCA_965117545.1_BELL-A-1.22021.PacbioHiFiAssembly/GCA_965117545.1_BELL-A-1.22021.PacbioHiFiAssembly_genomic.fna.gz,na
PCGL_EJ_1.0,,Eutrema japonicum,wasabe,2n=,haploid,GCA_041074935.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041074935.1/,Chromosome,Oxford Nanopore; PacBio; Illumina,Hifiasm v. March-2024,794532038,14158479,16,112,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/074/935/GCA_041074935.1_PCGL_EJ_1.0/GCA_041074935.1_PCGL_EJ_1.0_genomic.fna.gz,na
Hvulgare_HOR_3365_BPGv2,,Hordeum vulgare,barley,2n=,haploid,GCA_949783415.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949783415.1/,Chromosome,Illumina Novaseq 6000  PacBio Sequel II,TRITEX (long-read) commit cf605a4,4245740907,14166546,83,1102,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/415/GCA_949783415.1_Hvulgare_HOR_3365_BPGv2/GCA_949783415.1_Hvulgare_HOR_3365_BPGv2_genomic.fna.gz,na
ASM3692745v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036927455.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036927455.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 2018-02-19; Flye v. 2.7,134774171,14167301,5,113,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/927/455/GCA_036927455.1_ASM3692745v1/GCA_036927455.1_ASM3692745v1_genomic.fna.gz,na
V050.hap1_v1.0,,Vitis riparia,riverbank grape,2n=,haploid,GCA_044590925.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044590925.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,510660961,14175491,13,273,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/590/925/GCA_044590925.1_V050.hap1_v1.0/GCA_044590925.1_V050.hap1_v1.0_genomic.fna.gz,na
V050.hap2_v1.0,,Vitis riparia,riverbank grape,2n=,haploid,GCA_044590935.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044590935.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,507236327,14183666,13,185,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/590/935/GCA_044590935.1_V050.hap2_v1.0/GCA_044590935.1_V050.hap2_v1.0_genomic.fna.gz,na
ASM3693689v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036936895.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036936895.1/,Chromosome,PacBio Sequel,Canu v. v2.1.1; Flye v. v2.7; Hifiasm v. v0.16.1,139367761,14184333,4,15,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/936/895/GCA_036936895.1_ASM3693689v1/GCA_036936895.1_ASM3693689v1_genomic.fna.gz,na
Barley cv. Chikurin Ibaraki 1 contigs,,Hordeum vulgare subsp. vulgare,domesticated barley,2n=,haploid,GCA_927798485.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_927798485.1/,Contig,NA,NA,4269338747,14195336,86,1877,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/927/798/485/GCA_927798485.1_Barley_cv._Chikurin_Ibaraki_1_contigs/GCA_927798485.1_Barley_cv._Chikurin_Ibaraki_1_contigs_genomic.fna.gz,na
Hvulgare_HOR_2180_BPGv2,,Hordeum vulgare,barley,2n=,haploid,GCA_949783285.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949783285.1/,Chromosome,Illumina Novaseq 6000  PacBio Sequel II,TRITEX (long-read) commit cf605a4,4218581929,14203207,89,1094,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/285/GCA_949783285.1_Hvulgare_HOR_2180_BPGv2/GCA_949783285.1_Hvulgare_HOR_2180_BPGv2_genomic.fna.gz,na
JaloEPP558,,Phaseolus vulgaris,string bean,2n=,haploid,GCA_040616365.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040616365.1/,Contig,PacBio Sequel,HiFiasm v. 0.9.0,576418805,14208857,14,699,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/616/365/GCA_040616365.1_JaloEPP558/GCA_040616365.1_JaloEPP558_genomic.fna.gz,na
MorexV3_ont__scaffolds,,Hordeum vulgare subsp. vulgare,domesticated barley,2n=,haploid,GCA_904848285.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_904848285.1/,Contig,NA,NA,4137447696,14237967,85,895,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/848/285/GCA_904848285.1_MorexV3_ont_scaffolds/GCA_904848285.1_MorexV3_ont_scaffolds_genomic.fna.gz,na
ASM3694244v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036942445.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036942445.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 2018-02-19; Flye v. v2.7,127963328,14242192,5,54,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/942/445/GCA_036942445.1_ASM3694244v1/GCA_036942445.1_ASM3694244v1_genomic.fna.gz,na
V018.hap1_v1.0,,Vitis mustangensis x V. labrusca x V. rupestris x V. riparia x V. vinifera,NA,2n=,haploid,GCA_044592045.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044592045.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,495905685,14246068,14,190,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/592/045/GCA_044592045.1_V018.hap1_v1.0/GCA_044592045.1_V018.hap1_v1.0_genomic.fna.gz,na
IP-Cas-6.PacbioHiFiAssembly,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_946415445.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_946415445.1/,Chromosome,PacBio Sequel II,Hifiasm v0.16.1,138714318,14256094,3,10,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/415/445/GCA_946415445.1_IP-Cas-6.PacbioHiFiAssembly/GCA_946415445.1_IP-Cas-6.PacbioHiFiAssembly_genomic.fna.gz,na
Hvulgare_WBDC_184_BPGv2,,Hordeum vulgare subsp. spontaneum,wild barley,2n=,haploid,GCA_951816615.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_951816615.1/,Chromosome,Illumina Novaseq 6000  PacBio Sequel II,TRITEX (long-read) commit cf605a4,4313817163,14260285,80,1289,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/816/615/GCA_951816615.1_Hvulgare_WBDC_184_BPGv2/GCA_951816615.1_Hvulgare_WBDC_184_BPGv2_genomic.fna.gz,na
ASM3692692v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036926925.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036926925.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 2018-02-19; Flye v. 2.7,131791105,14294971,5,78,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/926/925/GCA_036926925.1_ASM3692692v1/GCA_036926925.1_ASM3692692v1_genomic.fna.gz,na
ASM3464025v1,,Brassica oleracea var. italica,broccoli,2n=,haploid,GCA_034640255.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034640255.1/,Chromosome,Oxford Nanopore,SMARTdenovo v. 1.0,552145369,14296461,11,318,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/255/GCA_034640255.1_ASM3464025v1/GCA_034640255.1_ASM3464025v1_genomic.fna.gz,na
Col-0_GKat-wt,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_905067165.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_905067165.1/,Contig,NA,NA,124088133,14300866,5,35,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/067/165/GCA_905067165.1_Col-0_GKat-wt/GCA_905067165.1_Col-0_GKat-wt_genomic.fna.gz,na
ASM3692747v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036927475.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036927475.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 2018-02-19; Flye v. 2.7,137589559,14308372,5,119,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/927/475/GCA_036927475.1_ASM3692747v1/GCA_036927475.1_ASM3692747v1_genomic.fna.gz,na
V065.hap1_v1.0,,Vitis vinifera,wine grape,2n=,haploid,GCA_044590065.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044590065.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,507744995,14318596,12,218,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/590/065/GCA_044590065.1_V065.hap1_v1.0/GCA_044590065.1_V065.hap1_v1.0_genomic.fna.gz,na
ASM3692737v1,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_036927375.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036927375.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 2018-02-19; Flye v. 2.7,131796682,14319691,5,68,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/927/375/GCA_036927375.1_ASM3692737v1/GCA_036927375.1_ASM3692737v1_genomic.fna.gz,na
ANGE-B-10.PacbioHiFiAssembly,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_946404075.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_946404075.1/,Chromosome,PacBio Sequel II,Hifiasm v0.16.1,136874308,14326833,4,13,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/404/075/GCA_946404075.1_ANGE-B-10.PacbioHiFiAssembly/GCA_946404075.1_ANGE-B-10.PacbioHiFiAssembly_genomic.fna.gz,na
Hvulgare_cv_Akashinriki_BPGv2,,Hordeum vulgare,barley,2n=,haploid,GCA_949783095.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949783095.1/,Chromosome,Illumina Novaseq 6000  PacBio Sequel II,TRITEX (long-read) commit cf605a4,4251237099,14343702,87,1160,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/783/095/GCA_949783095.1_Hvulgare_cv_Akashinriki_BPGv2/GCA_949783095.1_Hvulgare_cv_Akashinriki_BPGv2_genomic.fna.gz,na
CIMBL55_3.0,,Zea mays subsp. mays,maize,2n=,haploid,GCA_027171705.3,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027171705.3/,Chromosome,PacBio Sequel,NextDenovo v. 3.0,2149115469,14344483,47,1267,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/171/705/GCA_027171705.3_CIMBL55_3.0/GCA_027171705.3_CIMBL55_3.0_genomic.fna.gz,na
