Assembly name,version,Species name,Common name,Ploidy=Chr,haplotype,NCBI GenBank ID,Link (download),assembly quality (ie: Gold  draft  etc),Sequencer Reads,Assembly Method,Total Length (bp),N50 Length (bp),L50 (#),Contig (#),Number of Gaps,Link (FTP),Publication (PUBMED ID)
ZAAS_Lsic_2.0,,Lagenaria siceraria,white-flowered gourd,2n=,haploid,GCA_002890555.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002890555.2/,Chromosome,PacBio Sequel,HERA v. 1.0,296938021,11208824,9,203,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/890/555/GCA_002890555.2_ZAAS_Lsic_2.0/GCA_002890555.2_ZAAS_Lsic_2.0_genomic.fna.gz,NA
Dipteronia_dye,,Dipteronia dyeriana,NA,2n=,haploid,GCA_032871835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032871835.1/,Chromosome,PacBio,FALCON v. 2019,914687451,11266659,22,206,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/871/835/GCA_032871835.1_Dipteronia_dye/GCA_032871835.1_Dipteronia_dye_genomic.fna.gz,37797086
CNU_Zsg_1.0,,Zoysia sinica,NA,2n=,haploid,GCA_041753855.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041753855.1/,Chromosome,Oxford Nanopore MinION; Illumina NovaSeq,NextDenovo v. 2.5.0,312644662,11294655,10,74,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/753/855/GCA_041753855.1_CNU_Zsg_1.0/GCA_041753855.1_CNU_Zsg_1.0_genomic.fna.gz,NA
SalTr_ref_v01,,Salsola tragus,ci sha peng,2n=,haploid,GCA_047301095.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047301095.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.16.1,1256115591,11307909,35,755,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/301/095/GCA_047301095.1_SalTr_ref_v01/GCA_047301095.1_SalTr_ref_v01_genomic.fna.gz,NA
ASM2718624v1,,Coriaria nepalensis,NA,2n=,haploid,GCA_027186245.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027186245.1/,Chromosome,Illumina; PacBio Sequel,hifiasm v. 0.16.1,316588119,11324969,10,52,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/186/245/GCA_027186245.1_ASM2718624v1/GCA_027186245.1_ASM2718624v1_genomic.fna.gz,NA
daLigVulg1.1,,Ligustrum vulgare,common privet,2n=,haploid,GCA_963555705.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963555705.1/,Chromosome,PacBio Arima2,various,1383998373,11361039,38,230,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/555/705/GCA_963555705.1_daLigVulg1.1/GCA_963555705.1_daLigVulg1.1_genomic.fna.gz,NA
CS_V1,,Calophaca sinica,NA,2n=,haploid,GCA_037113605.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037113605.1/,Chromosome,Oxford Nanopore Technology,NextDenovo v. 2.3.1,1058455603,11389001,29,281,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/113/605/GCA_037113605.1_CS_V1/GCA_037113605.1_CS_V1_genomic.fna.gz,NA
ObraRS2,,Oryza brachyantha,malo sina,2n=,haploid,GCA_000231095.3,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000231095.3/,Chromosome,PacBio,MECAT v. 1.3; CANU v. 1.5,263193677,11392507,9,73,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/095/GCA_000231095.3_ObraRS2/GCA_000231095.3_ObraRS2_genomic.fna.gz,23481403
ASM2321339v1,,Cycas panzhihuaensis,NA,2n=,haploid,GCA_023213395.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023213395.1/,Chromosome,Oxford Nanopore,Nextdenovo v. Oct-2020,10478108160,11453626,272,5452,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/213/395/GCA_023213395.1_ASM2321339v1/GCA_023213395.1_ASM2321339v1_genomic.fna.gz,35437001
daScuGale1.1,,Scutellaria galericulata,marsh skullcap,2n=,haploid,GCA_946896805.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_946896805.1/,Chromosome,PacBio Arima2,various,327655884,11603307,10,42,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/896/805/GCA_946896805.1_daScuGale1.1/GCA_946896805.1_daScuGale1.1_genomic.fna.gz,NA
daBalNigr1.1,,Ballota nigra,black horehound,2n=,haploid,GCA_947034835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947034835.1/,Chromosome,PacBio Illumina Arima,various,1186721092,11728139,31,241,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/034/835/GCA_947034835.1_daBalNigr1.1/GCA_947034835.1_daBalNigr1.1_genomic.fna.gz,NA
ASM3464033v1,,Brassica oleracea var. gongylodes,kohlrabi,2n=,haploid,GCA_034640335.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034640335.1/,Chromosome,Oxford Nanopore,SMARTdenovo v. 1.0,550532039,11741996,14,282,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/335/GCA_034640335.1_ASM3464033v1/GCA_034640335.1_ASM3464033v1_genomic.fna.gz,NA
CLA_r1.0,,Cunninghamia lanceolata,China fir,2n=,haploid,GCA_027924645.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027924645.1/,Contig,PacBio SequelII,Hifiasm v. 0.16.1,11548046079,11743988,308,2472,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/924/645/GCA_027924645.1_CLA_r1.0/GCA_027924645.1_CLA_r1.0_genomic.fna.gz,NA
Ec-NTBG880627-DRAFT-NextGenCassava-1.0,,Excoecaria cochinchinensis,NA,2n=,haploid,GCA_947683425.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947683425.1/,Contig,PacBio SEQUEL II,Hifiasm 0.15.1-r334,1398323618,11818368,36,578,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/683/425/GCA_947683425.1_Ec-NTBG880627-DRAFT-NextGenCassava-1.0/GCA_947683425.1_Ec-NTBG880627-DRAFT-NextGenCassava-1.0_genomic.fna.gz,NA
ASM71507v2,,Nicotiana tabacum,common tobacco,2n=,haploid,GCA_000715075.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000715075.2/,Chromosome,Oxford Nanopore; Illumina,Flye v. 2.9.1,3995497705,11819318,97,1409,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/075/GCA_000715075.2_ASM71507v2/GCA_000715075.2_ASM71507v2_genomic.fna.gz,24807620
Abrus_2018,,Abrus precatorius,Indian licorice,2n=,haploid,GCA_003935025.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_003935025.1/,Scaffold,PacBio RSII,FALCON v. 2018,347221618,11837218,12,344,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/935/025/GCA_003935025.1_Abrus_2018/GCA_003935025.1_Abrus_2018_genomic.fna.gz,NA
ASM3707471v1,,Magnolia kwangsiensis,NA,2n=,haploid,GCA_037074715.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037074715.1/,Chromosome,PacBio Sequel,HIfiasm v. 0.17,2572222316,11837352,64,705,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/074/715/GCA_037074715.1_ASM3707471v1/GCA_037074715.1_ASM3707471v1_genomic.fna.gz,NA
drRubParv1.0.hap2,,Rubus parviflorus,NA,2n=,haploid,GCA_029955375.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_029955375.1/,Scaffold,Illumina NovaSeq; Dovetail OmniC; PacBio Sequel IIe,HiFiasm v. 0.16.1-r375; SALSA v. 2; Rapid curation v. https://gitlab.com/wtsi-grit/rapid-curation (commit 4ddca450),256956980,11910488,9,160,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/955/375/GCA_029955375.1_drRubParv1.0.hap2/GCA_029955375.1_drRubParv1.0.hap2_genomic.fna.gz,NA
ASM1814443v1,,Gossypium tomentosum,NA,2n=,haploid,GCA_018144435.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018144435.1/,Chromosome,PacBio,Canu v. 1.3,2226892508,11978058,52,1629,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/144/435/GCA_018144435.1_ASM1814443v1/GCA_018144435.1_ASM1814443v1_genomic.fna.gz,NA
CAF_CaMyos_1.0,,Carex myosuroides,NA,2n=,haploid,GCA_028015225.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028015225.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.14,412639097,11995645,14,262,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/015/225/GCA_028015225.1_CAF_CaMyos_1.0/GCA_028015225.1_CAF_CaMyos_1.0_genomic.fna.gz,36503982
ASM3462151v1,,Brassica oleracea var. ramosa,branching bush kale,2n=,haploid,GCA_034621515.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034621515.1/,Chromosome,Oxford Nanopore,NextDenovo v. 2.2,562091424,12020218,16,150,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/621/515/GCA_034621515.1_ASM3462151v1/GCA_034621515.1_ASM3462151v1_genomic.fna.gz,NA
ASM3419096v1,,Prunus campanulata,Formosan cherry,2n=,haploid,GCA_034190965.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034190965.1/,Chromosome,PacBio RSII,HiFiasm v. 0.8,282327529,12041829,8,302,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/190/965/GCA_034190965.1_ASM3419096v1/GCA_034190965.1_ASM3419096v1_genomic.fna.gz,NA
IVFCAAS_Rs07_1.0,,Raphanus sativus var. raphanistroides,oil radish,2n=,haploid,GCA_019705965.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019705965.1/,Chromosome,PacBio RSII; Illumina HiSeq X Ten,MECAT v. 1.0,485362457,12056569,13,1029,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/705/965/GCA_019705965.1_IVFCAAS_Rs07_1.0/GCA_019705965.1_IVFCAAS_Rs07_1.0_genomic.fna.gz,34384905
ASM4673658v1,,Pectocarya recurvata,NA,2n=,haploid,GCA_046736585.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046736585.1/,Chromosome,PacBio,HiFiasm v. FEB-2024,215950514,12148414,8,1531,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/736/585/GCA_046736585.1_ASM4673658v1/GCA_046736585.1_ASM4673658v1_genomic.fna.gz,NA
S.fallax v1.1,,Sphagnum fallax,NA,2n=,haploid,GCA_021442195.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021442195.1/,Chromosome,PacBio Sequel I; Illumina HiSeq-Rapid,MECAT v. 1; ARROW v. 2.2.2,394755179,12164217,13,74,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/442/195/GCA_021442195.1_S.fallax_v1.1/GCA_021442195.1_S.fallax_v1.1_genomic.fna.gz,NA
ASM2533114v1,,Rosa persica,NA,2n=,haploid,GCA_025331145.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_025331145.1/,Scaffold,PacBio Sequel II,Mecat2 v. 1.0,365988819,12179900,11,264,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/331/145/GCA_025331145.1_ASM2533114v1/GCA_025331145.1_ASM2533114v1_genomic.fna.gz,NA
Tspe_v1,,Telopea speciosissima,NA,2n=,haploid,GCA_018873765.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018873765.1/,Chromosome,Oxford Nanopore PromethION; Oxford Nanopore MinION; Illumina NovaSeq,NECAT v. APRIL-2020,823044912,12206888,21,1452,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/873/765/GCA_018873765.1_Tspe_v1/GCA_018873765.1_Tspe_v1_genomic.fna.gz,35016262
ASM2865129v1,,Catharanthus roseus,Madagascar periwinkle,2n=,haploid,GCA_028651295.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028651295.1/,Scaffold,Illumina HiSeq; Oxford Nanopore PromethION,Flye v. 2.5,581453894,12241076,13,174,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/651/295/GCA_028651295.1_ASM2865129v1/GCA_028651295.1_ASM2865129v1_genomic.fna.gz,36761838
daRhiMino1.hap1.1,,Rhinanthus minor,little yellow-rattle,2n=,haploid,GCA_964270735.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964270735.1/,Chromosome,PacBio Arima2,various,1178392141,12437200,26,688,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/270/735/GCA_964270735.1_daRhiMino1.hap1.1/GCA_964270735.1_daRhiMino1.hap1.1_genomic.fna.gz,NA
drOemCera1_p1.0,,Oemleria cerasiformis,Oregon plum,2n=,haploid,GCA_037349345.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037349345.1/,Contig,PacBio Sequel II,hifiasm v. 0.19.4; purge_dups v. 1.2.5,401271546,12439359,11,343,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/349/345/GCA_037349345.1_drOemCera1_p1.0/GCA_037349345.1_drOemCera1_p1.0_genomic.fna.gz,NA
Capsella_orientalis_nuclear_genome_v1.1,,Capsella orientalis,NA,2n=,haploid,GCA_964656795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964656795.1/,Chromosome,OXFORD_NANOPORE,Flye 2.9.4; NextPolish 1.4.1,130878483,12546551,5,74,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/656/795/GCA_964656795.1_Capsella_orientalis_nuclear_genome_v1.1/GCA_964656795.1_Capsella_orientalis_nuclear_genome_v1.1_genomic.fna.gz,NA
daLinVulg1.1,,Linaria vulgaris,common toadflax,2n=,haploid,GCA_948329865.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_948329865.1/,Chromosome,PacBio Arima2,various,759806898,12652593,20,129,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/329/865/GCA_948329865.1_daLinVulg1.1/GCA_948329865.1_daLinVulg1.1_genomic.fna.gz,NA
ASM3044983v1,,Clausena lansium,NA,2n=,haploid,GCA_030449835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030449835.1/,Contig,Oxford Nanopore,Necat v. default,313212262,12675411,10,401,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/449/835/GCA_030449835.1_ASM3044983v1/GCA_030449835.1_ASM3044983v1_genomic.fna.gz,NA
Ltrigynum_genome,,Linum trigynum,NA,2n=,haploid,GCA_964030455.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964030455.1/,Chromosome,PacBio Sequel II NovaSeq6000,IPA 3D-DNA_scaffolding,497593206,12683069,12,104,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/030/455/GCA_964030455.1_Ltrigynum_genome/GCA_964030455.1_Ltrigynum_genome_genomic.fna.gz,NA
drPruBrig1.1,,Prunus brigantina,briacon apricot,2n=,haploid,GCA_964267205.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964267205.1/,Chromosome,ONT,necat 3ddna,259717388,12745445,8,107,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/267/205/GCA_964267205.1_drPruBrig1.1/GCA_964267205.1_drPruBrig1.1_genomic.fna.gz,NA
ASM2020560v1,,Panax ginseng,jins��o,2n=,haploid,GCA_020205605.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020205605.1/,Chromosome,Oxford Nanopore,WTDBG2 v. DEC-2020,3354901370,12806410,83,1019,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/205/605/GCA_020205605.1_ASM2020560v1/GCA_020205605.1_ASM2020560v1_genomic.fna.gz,NA
Mimpud_MpudA1P6v1,,Mimosa pudica,sensitive-plant,2n=,haploid,GCA_029929735.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_029929735.1/,Scaffold,PacBio HiFi,Canu v. 0.13; Bionano Solve v. 3.6,786241385,13010039,24,2373,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/929/735/GCA_029929735.1_Mimpud_MpudA1P6v1/GCA_029929735.1_Mimpud_MpudA1P6v1_genomic.fna.gz,NA
ASM3558254v1,,Trapa natans,water chestnut,2n=,haploid,GCA_035582545.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_035582545.1/,Chromosome,PacBio,HiFiasm v. 0.16.0,477414739,13180970,15,117,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/582/545/GCA_035582545.1_ASM3558254v1/GCA_035582545.1_ASM3558254v1_genomic.fna.gz,38046854
ASM4656464v1,,Phaseolus lunatus,lima bean,2n=,haploid,GCA_046564645.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046564645.1/,Chromosome,Oxford Nanopore,NextDenovo v. 2.3.0,547906635,13184076,15,432,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/564/645/GCA_046564645.1_ASM4656464v1/GCA_046564645.1_ASM4656464v1_genomic.fna.gz,NA
Ptet_1,,Psophocarpus tetragonolobus,winged bean,2n=,haploid,GCA_037954015.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037954015.1/,Chromosome,PacBio HiFi,Hifiasm v. Aug-2023,709697061,13237817,19,423,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/954/015/GCA_037954015.1_Ptet_1/GCA_037954015.1_Ptet_1_genomic.fna.gz,NA
drHedHeli1.2,,Hedera helix,English ivy,2n=,haploid,GCA_947179155.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947179155.2/,Chromosome,PacBio Illumina Arima,various,1198510502,13335294,31,375,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/179/155/GCA_947179155.2_drHedHeli1.2/GCA_947179155.2_drHedHeli1.2_genomic.fna.gz,NA
dcAgrGith1.1 alternate haplotype,,Agrostemma githago,corn cockle,2n=,alternate-pseudohaplotype,GCA_958450355.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_958450355.1/,Contig,PacBio Arima2,various,25466553,13353700,1,132,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/450/355/GCA_958450355.1_dcAgrGith1.1_alternate_haplotype/GCA_958450355.1_dcAgrGith1.1_alternate_haplotype_genomic.fna.gz,NA
ASM1507626v1,,Solanum tuberosum,potato,2n=,haploid,GCA_015076265.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015076265.1/,Chromosome,Oxford Nanopore MiniION; Illumina NovaSeq,Canu v. 1.8,716161047,13367893,15,116,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/076/265/GCA_015076265.1_ASM1507626v1/GCA_015076265.1_ASM1507626v1_genomic.fna.gz,NA
ASM2770482v1,,Solanum galapagense,NA,2n=,haploid,GCA_027704825.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027704825.1/,Scaffold,PacBio,Canu v. 1.5,804442610,13384428,18,270,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/704/825/GCA_027704825.1_ASM2770482v1/GCA_027704825.1_ASM2770482v1_genomic.fna.gz,NA
ASM3689821v1,,Platycarya strobilacea,NA,2n=,haploid,GCA_036898215.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036898215.1/,Chromosome,PacBio Sequel,FALCON v. 1.87,688108828,13440251,20,195,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/898/215/GCA_036898215.1_ASM3689821v1/GCA_036898215.1_ASM3689821v1_genomic.fna.gz,NA
BYU_DyAmbr,,Dysphania ambrosioides,Jerusalem-tea,2n=,haploid,GCA_026401315.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026401315.1/,Chromosome,PacBio Sequel; Illumina,hifiasm v. 0.7-dirty-r256; Proximo v. 2021; juicebox v. 1.9.8,468768272,13452517,12,226,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/401/315/GCA_026401315.1_BYU_DyAmbr/GCA_026401315.1_BYU_DyAmbr_genomic.fna.gz,NA
ASM2616843v1,,Sesamum indicum,sesame,2n=,haploid,GCA_026168435.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026168435.1/,Chromosome,PacBio RSII,HiFiASM v. 0.14,309341402,13482096,8,170,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/168/435/GCA_026168435.1_ASM2616843v1/GCA_026168435.1_ASM2616843v1_genomic.fna.gz,36355766
ASM3006442v1,,Trapa bicornis,NA,2n=,haploid,GCA_030064425.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030064425.1/,Chromosome,PacBio RSII,hifiasm v. 0.16.1,489648690,13515041,15,325,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/064/425/GCA_030064425.1_ASM3006442v1/GCA_030064425.1_ASM3006442v1_genomic.fna.gz,NA
94003 Monoecious Salix purpurea Haplotype 2 assembly,,Salix purpurea,purple osier,2n=,haploid,GCA_027405865.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027405865.1/,Chromosome,PacBio Sequel,hifiasm v. JULY-2022,405530279,13529463,11,153,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/405/865/GCA_027405865.1_94003_Monoecious_Salix_purpurea_Haplotype_2_assembly/GCA_027405865.1_94003_Monoecious_Salix_purpurea_Haplotype_2_assembly_genomic.fna.gz,NA
ASM4168414v1,,Erysimum nevadense,NA,2n=,haploid,GCA_041684145.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041684145.1/,Contig,PacBio Sequel,HiFiasm v. 0.19.6-r595,200994797,13630193,6,199,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/684/145/GCA_041684145.1_ASM4168414v1/GCA_041684145.1_ASM4168414v1_genomic.fna.gz,NA
MPIPZ_rhyPub2m_2.0,,Rhynchospora pubera,NA,2n=,haploid,GCA_028095005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028095005.1/,Chromosome,PacBio HiFi,HiCanu v. 2.2,1686220128,13656032,29,9715,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/095/005/GCA_028095005.1_MPIPZ_rhyPub2m_2.0/GCA_028095005.1_MPIPZ_rhyPub2m_2.0_genomic.fna.gz,NA
KIB_Olat_2,,Olyra latifolia,NA,2n=,haploid,GCA_036346145.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036346145.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 1.0.0,639182735,13669495,14,114,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/346/145/GCA_036346145.1_KIB_Olat_2/GCA_036346145.1_KIB_Olat_2_genomic.fna.gz,NA
ASM2386406v1,,Camelina neglecta,NA,2n=,haploid,GCA_023864065.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023864065.1/,Chromosome,Oxford Nanopore MinION; PacBio; Illumina MiSeq,CANU v. 1.8,210290266,13702753,7,166,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/864/065/GCA_023864065.1_ASM2386406v1/GCA_023864065.1_ASM2386406v1_genomic.fna.gz,NA
ASM3027915v1,,Forsythia viridissima,NA,2n=,haploid,GCA_030279155.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030279155.1/,Chromosome,PacBio Sequel II,hifiasm v. 0.16.1,739162610,13747328,14,164,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/279/155/GCA_030279155.1_ASM3027915v1/GCA_030279155.1_ASM3027915v1_genomic.fna.gz,NA
ASM3006443v1,,Trapa incisa,NA,2n=,haploid,GCA_030064435.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030064435.1/,Chromosome,PacBio RSII,hifiasm v. 0.16.1,472676423,13768160,14,262,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/064/435/GCA_030064435.1_ASM3006443v1/GCA_030064435.1_ASM3006443v1_genomic.fna.gz,NA
daMisOron1.1,,Misopates orontium,NA,2n=,haploid,GCA_946800315.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_946800315.1/,Chromosome,PacBio Arima2,various,361001536,13838486,10,61,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/800/315/GCA_946800315.1_daMisOron1.1/GCA_946800315.1_daMisOron1.1_genomic.fna.gz,NA
V112.hap1_v1.0,,Vitis davidii,NA,2n=,haploid,GCA_044588525.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044588525.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,530067680,13852386,15,304,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/588/525/GCA_044588525.1_V112.hap1_v1.0/GCA_044588525.1_V112.hap1_v1.0_genomic.fna.gz,NA
ASM2249680v1,,Pohlia nutans,NA,2n=,haploid,GCA_022496805.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022496805.1/,Chromosome,PacBio Sequel; Illumina HiSeq,HiFiasm-0.13 (r308) v. 0.13,698188561,13886535,19,410,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/496/805/GCA_022496805.1_ASM2249680v1/GCA_022496805.1_ASM2249680v1_genomic.fna.gz,NA
ddFreCali1.0.hap2,,Fremontodendron californicum,Fremontia,2n=,haploid,GCA_030761205.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030761205.1/,Scaffold,Illumina NovaSeq 6000; PacBio Sequel IIe; Dovetail OmniC,HiFiasm v. 0.16.1-r375; SALSA v. 2; Rapid curation v. https://gitlab.com/wtsi-grit/rapid-curation (commit 4ddca450),1222409998,13982549,32,320,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/761/205/GCA_030761205.1_ddFreCali1.0.hap2/GCA_030761205.1_ddFreCali1.0.hap2_genomic.fna.gz,NA
ASM4058156v1,,Phytolacca americana,American pokeweed,2n=,haploid,GCA_040581565.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040581565.1/,Contig,PacBio Sequel,hifiasm v. 0.16.1,1124849037,13995428,26,1058,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/581/565/GCA_040581565.1_ASM4058156v1/GCA_040581565.1_ASM4058156v1_genomic.fna.gz,NA
ASM3645264v1,,Capsella bursa-pastoris,shepherd's purse,2n=,haploid,GCA_036452645.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036452645.1/,Chromosome,PacBio Sequel; Oxford Nanopore PromethION; Hi-C,Hifiasm v. v0.16.1-r375,330902407,14090295,9,37,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/452/645/GCA_036452645.1_ASM3645264v1/GCA_036452645.1_ASM3645264v1_genomic.fna.gz,NA
PCGL_EJ_1.0,,Eutrema japonicum,wasabe,2n=,haploid,GCA_041074935.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041074935.1/,Chromosome,Oxford Nanopore; PacBio; Illumina,Hifiasm v. March-2024,794532038,14158479,16,112,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/074/935/GCA_041074935.1_PCGL_EJ_1.0/GCA_041074935.1_PCGL_EJ_1.0_genomic.fna.gz,NA
