Assembly name,version,Species,Common name,Ploidy=Chr,haplotype,ID,Link (download),assembly quality (ie: Gold  draft  etc),Sequencer Reads,Assembly Method,Total Length (bp),N50 Length (bp),L50 (#),Contig (#),Number of Gaps,genus,family,order,class,phylum,group name,Link (FTP),Publication (PUBMED ID),Busco_cutoff
ASM4378994v1,nan,Malus niedzwetzkyana,nan,2n=,haploid,GCA_043789945.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_043789945.1/,Chromosome,PacBio RSII,Hifiasm v. 0.16.1,672162678,36448339,8,85,nan,Malus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/789/945/GCA_043789945.1_ASM4378994v1/GCA_043789945.1_ASM4378994v1_genomic.fna.gz,na,False
ASM3622044v1,nan,Malus hybrid cultivar,nan,2n=,haploid,GCA_036220445.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036220445.1/,Chromosome,PacBio Sequel II,hifiasm v. 0.16.1,651800406,35593040,8,22,nan,Malus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/220/445/GCA_036220445.1_ASM3622044v1/GCA_036220445.1_ASM3622044v1_genomic.fna.gz,na,False
ASM3712662v1,nan,Saururus chinensis,nan,2n=,haploid,GCA_037126625.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037126625.1/,Scaffold,Nanopore,NextDenovo v. 1.0,533605560,10523798,14,149,nan,Saururus,Saururaceae,Piperales,Magnoliopsida,Streptophyta,flowering plants,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/126/625/GCA_037126625.1_ASM3712662v1/GCA_037126625.1_ASM3712662v1_genomic.fna.gz,na,False
ASM3464025v1,nan,Brassica oleracea var. italica,broccoli,2n=,haploid,GCA_034640255.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034640255.1/,Chromosome,Oxford Nanopore,SMARTdenovo v. 1.0,552145369,14296461,11,318,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/255/GCA_034640255.1_ASM3464025v1/GCA_034640255.1_ASM3464025v1_genomic.fna.gz,na,False
Ssia_1.0,nan,Senna siamea,nan,2n=,haploid,GCA_031216115.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_031216115.1/,Chromosome,BGI-DIPSEQ,3D-DNA v. 180419,437208635,14708400,10,389,nan,Senna,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/216/115/GCA_031216115.1_Ssia_1.0/GCA_031216115.1_Ssia_1.0_genomic.fna.gz,na,False
ASM3464024v1,nan,Brassica oleracea var. botrytis,cauliflower,2n=,haploid,GCA_034640245.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034640245.1/,Chromosome,Oxford Nanopore,NextDenovo v. 2.2,534419652,56484001,5,72,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/245/GCA_034640245.1_ASM3464024v1/GCA_034640245.1_ASM3464024v1_genomic.fna.gz,na,False
ASM3464015v1,nan,Brassica oleracea var. viridis,kale,2n=,haploid,GCA_034640155.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034640155.1/,Chromosome,PacBio,NextDenovo v. 2.2,553286182,20808756,10,180,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/155/GCA_034640155.1_ASM3464015v1/GCA_034640155.1_ASM3464015v1_genomic.fna.gz,na,False
drPotSter1.1,nan,Potentilla sterilis,nan,2n=,haploid,GCA_963682095.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963682095.1/,Chromosome,PacBio Arima2,various,744204527,2260000,100,783,nan,Potentilla,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/682/095/GCA_963682095.1_drPotSter1.1/GCA_963682095.1_drPotSter1.1_genomic.fna.gz,na,False
ddPriVeri1.1,nan,Primula veris,cowslip,2n=,haploid,GCA_963682055.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963682055.1/,Chromosome,PacBio Arima2,various,436128466,5268255,26,232,nan,Primula,Primulaceae,Ericales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/682/055/GCA_963682055.1_ddPriVeri1.1/GCA_963682055.1_ddPriVeri1.1_genomic.fna.gz,na,False
A.artemisiifolia_dipasm_2023_h1_p,nan,Ambrosia artemisiifolia,common ragweed,2n=,haploid,GCA_032199755.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032199755.1/,Chromosome,Illumina HiSeq,Hifiasm v. 2023,1102788508,17076038,21,1483,nan,Ambrosia,Asteraceae,Asterales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/199/755/GCA_032199755.1_A.artemisiifolia_dipasm_2023_h1_p/GCA_032199755.1_A.artemisiifolia_dipasm_2023_h1_p_genomic.fna.gz,36973251,False
Eleusine_coracana_v1.0,nan,Eleusine coracana subsp. coracana,Indian finger millet,2n=,haploid,GCA_032690845.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032690845.1/,Chromosome,PacBio CLR,MECAT v. 1.4,1110294373,15268596,25,674,nan,Eleusine,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/690/845/GCA_032690845.1_Eleusine_coracana_v1.0/GCA_032690845.1_Eleusine_coracana_v1.0_genomic.fna.gz,na,False
Dipteronia_dye,nan,Dipteronia dyeriana,nan,2n=,haploid,GCA_032871835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032871835.1/,Chromosome,PacBio,FALCON v. 2019,914687451,11266659,22,206,nan,Dipteronia,Sapindaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/871/835/GCA_032871835.1_Dipteronia_dye/GCA_032871835.1_Dipteronia_dye_genomic.fna.gz,37797086,False
ASM3287891v1,nan,Castanopsis chinensis,nan,2n=,haploid,GCA_032878915.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032878915.1/,Scaffold,Oxford Nanopore PromethION,NextDenovo v. 2.3.1,888699615,21696394,14,135,nan,Castanopsis,Fagaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/878/915/GCA_032878915.1_ASM3287891v1/GCA_032878915.1_ASM3287891v1_genomic.fna.gz,na,False
ASM3322058v1,nan,Dipteronia sinensis,nan,2n=,haploid,GCA_033220585.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033220585.1/,Chromosome,PacBio,FALCON v. 2019,709119703,3816331,55,1543,nan,Dipteronia,Sapindaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/220/585/GCA_033220585.1_ASM3322058v1/GCA_033220585.1_ASM3322058v1_genomic.fna.gz,37797086,False
daVerThap1.1,nan,Verbascum thapsus,common mullein,2n=,haploid,GCA_963669365.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963669365.1/,Chromosome,PacBio Arima2,various,346239596,6346154,22,155,nan,Verbascum,Scrophulariaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/669/365/GCA_963669365.1_daVerThap1.1/GCA_963669365.1_daVerThap1.1_genomic.fna.gz,na,False
Thalassia testudinium var. Tt-101 main haplotype version 1.0,nan,Thalassia testudinum,nan,2n=,haploid,GCA_037157565.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037157565.1/,Scaffold,PacBio Sequel II,HiFiAsm v. 0.11,4261934351,111514854,13,240,nan,Thalassia,Hydrocharitaceae,Alismatales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/157/565/GCA_037157565.1_Thalassia_testudinium_var._Tt-101_main_haplotype_version_1.0/GCA_037157565.1_Thalassia_testudinium_var._Tt-101_main_haplotype_version_1.0_genomic.fna.gz,na,False
ASM3324242v1,nan,Citrus kinokuni,nan,2n=,unresolved-diploid,GCA_033242425.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033242425.1/,Scaffold,PacBio Sequel II,Hifiasm v. 0.16,314306740,29709299,5,196,nan,Citrus,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/242/425/GCA_033242425.1_ASM3324242v1/GCA_033242425.1_ASM3324242v1_genomic.fna.gz,na,False
ASM3617222v1,nan,Cryptocoryne crispatula var. balansae,nan,2n=,haploid,GCA_036172225.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036172225.1/,Chromosome,Nanopore,NextDenovo v. 2.5.0,801623467,3774714,63,533,nan,Cryptocoryne,Araceae,Alismatales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/172/225/GCA_036172225.1_ASM3617222v1/GCA_036172225.1_ASM3617222v1_genomic.fna.gz,38245835,False
ASM3481860v1,nan,Oryza sativa indica subgroup,nan,2n=,haploid,GCA_034818605.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034818605.1/,Complete Genome,PacBio; Illumina; Oxford Nanopore,Hifiasm v. 0.16.1,399720017,32816747,6,12,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/818/605/GCA_034818605.1_ASM3481860v1/GCA_034818605.1_ASM3481860v1_genomic.fna.gz,na,False
ddNasOffi1.1,nan,Nasturtium officinale,watercress,2n=,haploid,GCA_963854855.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963854855.1/,Chromosome,PacBio Arima2,various,224905680,1424452,46,264,nan,Nasturtium,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/854/855/GCA_963854855.1_ddNasOffi1.1/GCA_963854855.1_ddNasOffi1.1_genomic.fna.gz,na,False
daLogMini1.1,nan,Logfia minima,nan,2n=,haploid,GCA_963921325.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963921325.1/,Chromosome,PacBio Arima2,various,544814626,4097084,39,664,nan,Logfia,Asteraceae,Asterales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/921/325/GCA_963921325.1_daLogMini1.1/GCA_963921325.1_daLogMini1.1_genomic.fna.gz,na,False
ASM4730106v1,nan,Citrus maxima,yu,2n=,haploid,GCA_047301065.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047301065.1/,Chromosome,PacBio Revio,HiFiasm v. 0.19.5-r590,311465155,32583218,5,28,nan,Citrus,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/301/065/GCA_047301065.1_ASM4730106v1/GCA_047301065.1_ASM4730106v1_genomic.fna.gz,na,False
CAS_Eicr_1.0,nan,Pontederia crassipes,water hyacinth,2n=,haploid,GCA_030549335.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030549335.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.16.0,1132200640,15378581,23,131,nan,Pontederia,Pontederiaceae,Commelinales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/549/335/GCA_030549335.1_CAS_Eicr_1.0/GCA_030549335.1_CAS_Eicr_1.0_genomic.fna.gz,na,False
ASM3037822v1,nan,Knoxia roxburghii,nan,2n=,haploid,GCA_030378225.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030378225.1/,Chromosome,Illumina; PacBio,Hifiasm v. 0.14.2,446302636,41462333,6,27,nan,Knoxia,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/378/225/GCA_030378225.1_ASM3037822v1/GCA_030378225.1_ASM3037822v1_genomic.fna.gz,na,False
ASM3086421v1,nan,Capsicum pubescens,manzano,2n=,haploid,GCA_030864215.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030864215.1/,Chromosome,PacBio Sequel,HiFiasm v. 0.12,3927225025,47443067,28,356,nan,Capsicum,Solanaceae,Solanales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/864/215/GCA_030864215.1_ASM3086421v1/GCA_030864215.1_ASM3086421v1_genomic.fna.gz,na,False
ASM3077008v1,nan,Oryza coarctata,nan,2n=,haploid,GCA_030770085.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030770085.1/,Chromosome,PacBio,Hifiasm v. 0.12,573361577,22654099,10,463,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/770/085/GCA_030770085.1_ASM3077008v1/GCA_030770085.1_ASM3077008v1_genomic.fna.gz,37838726,False
ASM3044477v1,nan,Atalantia buxifolia,nan,2n=,haploid,GCA_030444775.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030444775.1/,Chromosome,Oxford Nanopore,SMARTdenovo v. default,303923257,4177169,21,739,nan,Atalantia,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/444/775/GCA_030444775.1_ASM3044477v1/GCA_030444775.1_ASM3044477v1_genomic.fna.gz,na,False
ASM3070453v1,nan,Vitis vinifera,wine grape,2n=,haploid,GCA_030704535.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030704535.1/,Complete Genome,PacBio Sequel,hifiasm v. v.15,494873210,26899771,9,19,nan,Vitis,Vitaceae,Vitales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/704/535/GCA_030704535.1_ASM3070453v1/GCA_030704535.1_ASM3070453v1_genomic.fna.gz,37213686,False
ASM3044515v1,nan,Quercus variabilis,nan,2n=,haploid,GCA_030445155.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030445155.1/,Chromosome,PacBio Sequel; Oxford Nanopore PromethION,hifiasm v. 0.16.1-r375; nextdenovo v. v2.4.0; 3d-dna v. 180922,788199256,64884478,5,15,nan,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/445/155/GCA_030445155.1_ASM3044515v1/GCA_030445155.1_ASM3044515v1_genomic.fna.gz,na,False
ASM3044892v1,nan,Citrus hongheensis,Honghe papeda,2n=,haploid,GCA_030448925.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030448925.1/,Contig,Oxford Nanopore,SMARTdenovo v. default,354626600,2606256,38,651,nan,Citrus,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/448/925/GCA_030448925.1_ASM3044892v1/GCA_030448925.1_ASM3044892v1_genomic.fna.gz,na,False
ASM3507818v1,nan,Fraxinus americana,white ash,2n=,alternate-pseudohaplotype,GCA_035078185.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_035078185.1/,Chromosome,PacBio,SOAPdenovo v. 1.0,877425684,2887041,79,717,nan,Fraxinus,Oleaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/078/185/GCA_035078185.1_ASM3507818v1/GCA_035078185.1_ASM3507818v1_genomic.fna.gz,37778585,False
drAcmStri1.0.hap2,nan,Acmispon strigosus,nan,2n=,haploid,GCA_030819835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030819835.1/,Scaffold,PacBio Sequel IIe; Dovetail OmniC; Illumina NovaSeq 6000,HiFiasm v. 0.16.1-r375; SALSA v. 2; Rapid Curation v. https://gitlab.com/wtsi-grit/rapid-curation (commit 4ddca450),510349246,36428136,6,615,nan,Acmispon,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/819/835/GCA_030819835.1_drAcmStri1.0.hap2/GCA_030819835.1_drAcmStri1.0.hap2_genomic.fna.gz,na,False
ASM3044990v1,nan,Luvunga scandens,nan,2n=,haploid,GCA_030449905.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030449905.1/,Contig,Oxford Nanopore,Nextdenovo v. v2.0,342826987,3181037,25,1267,nan,Luvunga,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/449/905/GCA_030449905.1_ASM3044990v1/GCA_030449905.1_ASM3044990v1_genomic.fna.gz,na,False
drEroMari8.1,nan,Erodium maritimum,nan,2n=,haploid,GCA_963921825.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963921825.1/,Chromosome,PacBio Arima2,various,762576097,4402184,50,393,nan,Erodium,Geraniaceae,Geraniales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/921/825/GCA_963921825.1_drEroMari8.1/GCA_963921825.1_drEroMari8.1_genomic.fna.gz,na,False
ddLepDidy1.1,nan,Lepidium didymum,nan,2n=,haploid,GCA_963920545.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963920545.1/,Chromosome,PacBio Arima2,various,345063560,2960142,36,704,nan,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/920/545/GCA_963920545.1_ddLepDidy1.1/GCA_963920545.1_ddLepDidy1.1_genomic.fna.gz,na,False
ASM3044989v1,nan,Citrus mangshanensis,manghsan mandarin,2n=,haploid,GCA_030449895.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030449895.1/,Contig,Oxford Nanopore,SMARTdenovo v. default,370986451,3582878,24,376,nan,Citrus,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/449/895/GCA_030449895.1_ASM3044989v1/GCA_030449895.1_ASM3044989v1_genomic.fna.gz,na,False
ASM3044983v1,nan,Clausena lansium,nan,2n=,haploid,GCA_030449835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030449835.1/,Contig,Oxford Nanopore,Necat v. default,313212262,12675411,10,401,nan,Clausena,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/449/835/GCA_030449835.1_ASM3044983v1/GCA_030449835.1_ASM3044983v1_genomic.fna.gz,na,False
drCorSuec2.1,nan,Cornus suecica,Lapland cornel,2n=,haploid,GCA_963922005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963922005.1/,Chromosome,PacBio Arima2,various,849070554,2787649,99,593,nan,Cornus,Cornaceae,Cornales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/922/005/GCA_963922005.1_drCorSuec2.1/GCA_963922005.1_drCorSuec2.1_genomic.fna.gz,na,False
IITP_Hsosn_ver7,nan,Heracleum sosnowskyi,nan,2n=,haploid,GCA_030848705.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030848705.1/,Chromosome,PacBio Sequel II; Illumina NextSeq,Mabs v. 2.11,1629156283,22773521,24,489,nan,Heracleum,Apiaceae,Apiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/848/705/GCA_030848705.1_IITP_Hsosn_ver7/GCA_030848705.1_IITP_Hsosn_ver7_genomic.fna.gz,37846604,False
ASM972507v1,nan,Coix aquatica,nan,2n=,haploid,GCA_009725075.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_009725075.1/,Chromosome,PacBio Sequel,Canu v. May-2018,1615370127,2241760,220,3002,nan,Coix,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/725/075/GCA_009725075.1_ASM972507v1/GCA_009725075.1_ASM972507v1_genomic.fna.gz,31778843,False
ddVioOdor1.1,nan,Viola odorata,nan,2n=,haploid,GCA_963691705.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963691705.1/,Chromosome,PacBio Arima2,various,698524199,2779843,82,509,nan,Viola,Violaceae,Malpighiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/691/705/GCA_963691705.1_ddVioOdor1.1/GCA_963691705.1_ddVioOdor1.1_genomic.fna.gz,na,False
ASM3464033v1,nan,Brassica oleracea var. gongylodes,kohlrabi,2n=,haploid,GCA_034640335.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034640335.1/,Chromosome,Oxford Nanopore,SMARTdenovo v. 1.0,550532039,11741996,14,282,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/335/GCA_034640335.1_ASM3464033v1/GCA_034640335.1_ASM3464033v1_genomic.fna.gz,na,False
UVic_VacVit_1,nan,Vaccinium vitis-idaea,cowberry,2n=,haploid,GCA_034642295.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034642295.1/,Contig,Oxford Nanopore MinION; Illumina NovaSeq,SmartDenovo v. 1.4.0,547919928,1169789,150,755,nan,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/642/295/GCA_034642295.1_UVic_VacVit_1/GCA_034642295.1_UVic_VacVit_1_genomic.fna.gz,38142435,False
C.limon_PB_Hap1,nan,Citrus x limon,lemon,2n=,haploid,GCA_034663555.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034663555.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.16.1,676031512,24748136,10,477,nan,Citrus,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/663/555/GCA_034663555.1_C.limon_PB_Hap1/GCA_034663555.1_C.limon_PB_Hap1_genomic.fna.gz,na,False
ASM3044992v1,nan,Citropsis articulata,nan,2n=,haploid,GCA_030449925.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030449925.1/,Contig,Oxford Nanopore,Nextdenovo v. v2.0,419123650,5249098,20,259,nan,Citropsis,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/449/925/GCA_030449925.1_ASM3044992v1/GCA_030449925.1_ASM3044992v1_genomic.fna.gz,na,False
ASM1713956v1,nan,Luffa aegyptiaca,smooth loofah,2n=,haploid,GCA_017139565.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_017139565.1/,Chromosome,PacBio Sequel,FALCON v. 1.0+git.6bb3daa96931aece9bd3742bccc77ad257b7bb65,655651619,8800239,25,483,nan,Luffa,Cucurbitaceae,Cucurbitales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/139/565/GCA_017139565.1_ASM1713956v1/GCA_017139565.1_ASM1713956v1_genomic.fna.gz,32821411,False
M9 haploid consensus genome,nan,Malus hybrid rootstock,nan,2n=,haploid,GCA_033963155.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033963155.2/,Chromosome,PacBio Sequel,HiFiasm v. 0.15_r327,691945287,38572049,8,865,nan,Malus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/963/155/GCA_033963155.2_M9_haploid_consensus_genome/GCA_033963155.2_M9_haploid_consensus_genome_genomic.fna.gz,na,False
dmBerVulg1.1,nan,Berberis vulgaris,European barberry,2n=,haploid,GCA_963556465.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963556465.1/,Chromosome,PacBio Arima2,various,1297381670,2933346,136,867,nan,Berberis,Berberidaceae,Ranunculales,Magnoliopsida,Streptophyta,flowering plants,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/556/465/GCA_963556465.1_dmBerVulg1.1/GCA_963556465.1_dmBerVulg1.1_genomic.fna.gz,na,False
ASM2091643v1,nan,Oxytropis ochrocephala,nan,2n=,haploid,GCA_020916435.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020916435.1/,Chromosome,Illumina NovaSeq; Oxford Nanopore PromethION,Canu v. 1.5; Pilon v. 1.24; Racon v. 1.4.21,958828207,1397088,227,972,nan,Oxytropis,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/916/435/GCA_020916435.1_ASM2091643v1/GCA_020916435.1_ASM2091643v1_genomic.fna.gz,na,False
HHU_Tfru_1.0,nan,Talinum fruticosum,nan,2n=,haploid,GCA_021018815.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021018815.1/,Scaffold,Oxford Nanopore GridION; Oxford Nanopore PromethION; Illumina HiSeq,Flye v. 2.7b-b1528; MaSuRCA v. 3.4.1,620371792,6207007,34,346,nan,Talinum,Talinaceae,Caryophyllales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/018/815/GCA_021018815.1_HHU_Tfru_1.0/GCA_021018815.1_HHU_Tfru_1.0_genomic.fna.gz,na,False
Sole_v2.1,nan,Syzygium oleosum,nan,2n=,haploid,GCA_021117445.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021117445.2/,Scaffold,Oxford Nanopore MinION; Illumina NovaSeq,NECAT v. 0.01,407067074,8843195,14,85,nan,Syzygium,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/117/445/GCA_021117445.2_Sole_v2.1/GCA_021117445.2_Sole_v2.1_genomic.fna.gz,na,False
ASM2123400v1,nan,Nephelium lappaceum,rambutan,2n=,haploid,GCA_021234005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021234005.1/,Chromosome,Illumina NovaSeq6000,HiRise v. 1.0,408890485,1284462,75,1335,nan,Nephelium,Sapindaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/234/005/GCA_021234005.1_ASM2123400v1/GCA_021234005.1_ASM2123400v1_genomic.fna.gz,na,False
